Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2023-09-23,Lunch,1138.3,14.3,2.0,2.0,0.0,0.0,233.3,1789.4,0.0,94.0,5.3,38.0,101.3,0.0,16.7,6.7,26.7,
2023-09-23,Snacks,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,51.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,
2023-09-24,Breakfast,790.0,33.7,2.2,0.0,0.0,0.0,0.0,840.0,0.0,92.6,0.6,3.8,26.3,0.0,0.0,0.0,0.0,
2023-09-24,Dinner,860.0,50.0,14.0,0.0,0.0,0.0,90.0,1900.0,0.0,70.0,4.0,2.0,34.0,20.0,8.0,30.0,20.0,
2023-09-24,Lunch,888.1,24.4,8.7,3.5,8.9,0.0,0.0,114.3,560.8,76.6,9.9,116.0,54.4,8.0,61.0,9.6,7.8,
2023-09-24,Snacks,676.9,25.7,4.0,5.6,9.9,0.0,1.1,116.5,508.0,29.1,3.9,12.3,86.2,0.0,0.0,316.8,9.4,
2023-09-25,Breakfast,462.3,18.9,1.5,0.3,0.2,0.0,24.0,749.3,175.6,45.5,1.9,9.1,28.5,0.0,0.1,0.0,0.2,
2023-09-25,Dinner,1095.0,64.3,0.0,0.0,0.0,0.0,0.0,2146.6,0.0,47.7,0.0,0.0,74.7,0.0,0.0,0.0,0.0,
2023-09-25,Lunch,688.0,12.4,2.3,0.3,0.2,0.0,24.0,749.0,172.0,83.9,1.9,35.6,58.9,0.0,0.0,0.0,0.0,
2023-09-25,Snacks,1157.8,41.1,14.9,0.0,0.0,0.1,4.8,156.0,518.4,99.7,4.1,25.1,100.0,0.0,116.2,314.5,10.7,
2023-09-26,Breakfast,445.0,11.3,1.6,0.3,0.2,0.0,24.0,749.0,172.0,68.2,4.4,3.4,21.5,0.0,0.0,0.0,0.0,
2023-09-26,Dinner,842.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,
2023-09-26,Lunch,321.0,10.9,1.5,0.3,0.2,0.0,24.0,749.0,172.0,35.7,1.9,3.4,20.5,0.0,0.0,0.0,0.0,
2023-09-26,Snacks,1231.2,43.9,20.1,8.0,3.4,0.0,66.1,2159.0,281.3,137.5,4.9,51.1,78.3,0.0,0.0,307.3,0.0,
2023-09-27,Breakfast,511.0,17.3,5.2,0.0,0.0,0.0,1.3,0.0,0.0,68.5,2.5,0.0,23.1,0.0,0.0,0.0,0.0,
2023-09-27,Dinner,732.0,10.8,11.5,0.6,1.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,19.2,0.0,0.0,0.0,0.0,
2023-09-27,Lunch,1397.0,72.2,17.5,14.0,0.0,1.0,0.0,0.6,0.0,161.4,3.5,63.6,35.9,0.0,0.0,0.0,0.0,
2023-09-27,Snacks,851.4,19.8,7.6,2.5,6.5,0.2,31.8,359.7,886.5,57.7,1.0,18.1,38.6,26.4,10.0,32.5,3.2,
2023-09-28,Breakfast,370.0,14.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,53.2,2.5,3.2,11.6,0.0,0.0,0.0,0.0,
2023-09-28,Dinner,1044.0,39.5,16.9,0.0,6.0,0.0,76.5,315.0,1425.0,119.9,9.5,14.1,56.5,22.5,198.0,12.0,28.5,
2023-09-28,Lunch,1062.0,37.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8,4.5,15.0,106.5,0.0,0.0,0.0,0.0,
2023-09-28,Snacks,599.8,11.7,2.9,2.1,1.0,0.0,1.1,116.2,633.2,45.0,4.8,28.1,81.9,8.0,163.0,316.2,4.6,
2023-09-29,Breakfast,374.0,8.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,67.5,2.5,0.0,13.0,0.0,0.0,0.0,0.0,
2023-09-29,Dinner,804.7,42.3,1.5,7.1,3.1,0.0,0.0,0.8,0.0,84.0,9.7,25.1,27.6,0.0,0.0,0.0,0.0,
2023-09-29,Lunch,1350.0,48.4,14.3,14.0,0.0,0.0,0.0,0.6,0.0,162.8,4.7,35.8,69.1,0.0,0.0,0.0,0.0,
2023-09-29,Snacks,550.0,15.3,3.0,0.0,0.0,0.0,0.0,3000.0,0.0,1.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,
2023-10-01,Breakfast,441.4,15.5,6.6,0.6,3.1,0.0,38.2,218.9,67.3,73.6,1.5,6.4,6.7,0.0,0.2,2.1,6.4,
2023-10-01,Dinner,872.0,45.4,19.3,0.0,0.0,0.0,15.0,302.0,0.0,74.4,5.5,4.2,48.0,16.0,5.0,12.0,3.0,
2023-10-01,Lunch,890.9,34.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,91.2,3.7,0.0,56.7,0.0,0.0,0.0,0.0,
2023-10-01,Snacks,1239.2,61.0,5.6,7.1,17.9,0.0,1.1,545.0,1110.6,126.7,17.7,75.9,85.3,41.5,133.2,328.5,13.5,
2023-10-02,Breakfast,241.6,0.4,0.1,0.0,0.0,0.0,0.0,0.6,7.3,50.0,2.5,17.5,13.8,0.0,0.1,0.1,0.3,
2023-10-02,Dinner,1031.0,54.5,0.8,0.0,0.0,0.0,0.0,2415.0,0.0,52.0,0.0,0.0,78.4,0.0,0.0,0.0,0.0,
2023-10-02,Lunch,994.0,42.0,12.7,14.0,0.0,0.0,0.0,0.6,0.0,129.2,2.7,19.0,29.1,0.0,0.0,0.0,0.0,
2023-10-02,Snacks,547.2,11.7,3.4,0.0,0.0,0.0,1.1,0.0,281.3,25.2,0.0,9.8,86.3,0.0,0.0,307.3,0.0,
2023-10-03,Breakfast,117.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.3,17.5,0.0,17.5,12.8,0.0,0.1,0.1,0.3,
2023-10-03,Dinner,956.0,27.7,14.3,0.0,6.0,0.0,76.5,315.2,1425.0,137.1,11.0,34.0,44.8,22.5,198.0,12.0,28.5,
2023-10-03,Lunch,704.1,29.2,4.4,3.5,8.9,0.0,0.0,0.3,207.8,92.8,5.0,15.0,26.4,0.0,0.0,7.6,5.8,
2023-10-03,Snacks,854.1,18.4,3.0,2.1,1.0,0.0,0.8,196.2,206.4,99.2,6.4,12.1,75.3,0.0,0.0,217.4,5.6,
2023-10-04,Breakfast,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,6.0,14.3,0.0,0.0,0.0,0.0,
2023-10-04,Dinner,985.0,55.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,68.8,1.8,0.0,53.5,0.0,0.0,0.0,0.0,
2023-10-04,Lunch,996.0,56.2,14.0,0.0,0.0,0.0,0.0,1840.0,0.0,68.9,0.0,0.5,52.8,0.0,0.0,0.0,0.0,
2023-10-04,Snacks,1492.9,69.1,22.2,14.4,8.5,0.1,29.3,733.5,739.0,122.3,6.6,61.3,107.2,26.8,0.6,348.1,5.0,
2023-10-05,Breakfast,214.0,1.8,0.4,0.0,0.0,0.0,0.0,230.0,0.0,49.8,3.8,0.7,3.6,0.0,0.0,0.0,0.0,
2023-10-05,Dinner,767.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,
2023-10-05,Lunch,1437.3,70.8,13.5,3.7,5.5,0.0,0.0,692.5,0.0,114.5,5.7,3.5,69.0,0.0,0.0,0.0,0.0,
2023-10-05,Snacks,1351.4,52.5,12.1,0.0,0.0,0.0,16.2,3595.0,293.7,122.2,4.3,23.2,99.0,0.0,0.0,321.7,12.0,
2023-10-06,Breakfast,265.0,4.6,1.1,0.0,0.0,0.0,0.0,1340.0,57.0,48.4,4.5,0.0,13.9,0.0,0.0,0.0,0.0,
2023-10-06,Dinner,855.0,46.5,0.0,0.0,0.0,0.0,0.0,2415.0,0.0,30.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,
2023-10-06,Lunch,400.0,19.4,3.5,4.9,7.3,0.0,0.0,775.8,0.0,41.3,5.0,3.3,17.3,0.0,0.0,0.0,0.0,
2023-10-06,Snacks,1190.6,44.6,19.0,0.0,0.0,0.0,3.9,2113.7,127.4,152.9,4.6,17.9,42.5,0.0,0.0,3.0,4.2,
2023-10-07,Breakfast,316.3,7.6,4.1,0.0,0.0,0.0,0.0,855.4,0.0,50.4,3.8,0.7,15.2,0.0,0.0,0.0,0.0,
2023-10-07,Dinner,1145.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,
2023-10-07,Lunch,1101.0,47.1,20.1,2.0,2.5,0.0,0.0,1.3,0.0,96.4,0.1,34.7,68.3,0.0,0.0,0.0,0.0,
2023-10-07,Snacks,1404.0,50.4,6.7,2.0,4.5,0.0,0.0,400.0,1261.0,125.1,5.1,7.9,24.6,0.0,10.0,2.0,2.0,
2023-10-09,Breakfast,426.0,21.4,3.1,0.0,0.0,0.0,10.0,6.4,0.0,79.5,8.0,19.6,17.5,0.0,0.0,16.0,0.0,
2023-10-09,Dinner,1008.0,41.8,16.4,0.0,0.0,0.0,0.0,0.0,0.0,114.2,13.0,9.8,46.6,0.0,0.0,0.0,0.0,
2023-10-09,Lunch,1325.3,67.7,19.2,7.7,12.3,0.5,5.0,935.4,0.0,152.3,33.9,31.5,64.7,30.0,0.0,0.0,0.0,
2023-10-09,Snacks,499.4,21.0,4.5,0.0,0.0,0.0,1.2,0.0,291.7,22.3,1.0,11.8,59.8,0.0,0.0,319.7,10.0,
2023-10-10,Breakfast,124.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,32.5,2.5,0.0,1.0,0.0,0.0,0.0,0.0,
2023-10-10,Dinner,1233.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,67.8,0.0,0.0,0.0,0.0,
2023-10-10,Lunch,1391.4,65.1,22.2,9.7,14.6,0.0,0.0,426.7,171.0,167.3,13.5,80.1,47.9,0.0,0.0,0.0,0.0,
2023-10-10,Snacks,951.3,41.0,12.6,0.0,0.0,0.0,0.5,1915.0,125.0,79.0,2.0,37.1,67.4,0.0,0.0,157.0,14.0,
2023-10-11,Breakfast,686.0,34.4,8.4,2.1,2.1,0.0,32.0,740.4,127.0,131.5,32.0,23.6,26.5,0.0,0.0,16.0,0.0,
2023-10-11,Dinner,1055.0,62.2,25.6,34.5,0.0,0.0,15.0,302.0,0.0,90.3,1.0,16.1,35.1,16.0,5.0,12.0,3.0,
2023-10-11,Lunch,1063.5,29.3,4.2,0.0,0.0,0.0,0.0,6.5,0.0,144.0,16.6,3.1,62.7,0.0,0.0,0.0,0.0,
2023-10-11,Snacks,814.0,24.8,4.8,0.0,0.0,0.0,1.2,115.0,291.7,61.4,1.2,16.5,90.0,0.0,0.0,319.7,10.0,
2023-10-12,Breakfast,302.0,21.0,3.0,0.0,0.0,0.0,10.0,6.4,0.0,47.0,5.5,19.6,16.5,0.0,0.0,16.0,0.0,
2023-10-12,Dinner,855.0,46.5,0.0,0.0,0.0,0.0,0.0,2415.0,0.0,30.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,
2023-10-12,Lunch,1534.4,71.5,31.0,5.0,12.0,1.0,1.2,1.0,291.7,153.5,21.3,55.8,103.2,0.0,0.0,291.7,0.0,
2023-10-12,Snacks,232.6,0.5,0.0,0.0,0.0,0.0,0.0,115.0,0.0,6.5,0.2,4.0,27.0,0.0,0.0,0.0,0.0,
2023-10-25,Breakfast,173.0,3.7,2.1,0.0,0.0,0.0,0.0,0.1,0.0,26.8,2.9,10.0,9.5,0.0,0.0,0.0,0.0,
2023-10-25,Dinner,641.3,34.9,0.0,0.0,0.0,0.0,0.0,1811.3,0.0,22.5,0.0,0.0,56.3,0.0,0.0,0.0,0.0,
2023-10-25,Lunch,1353.5,68.8,16.3,14.1,21.5,0.1,7.6,539.4,456.1,164.1,20.7,59.6,40.7,0.0,0.0,8.6,12.0,
2023-10-25,Snacks,1612.8,44.1,22.6,0.8,0.8,0.0,2.4,604.4,818.0,150.8,10.4,76.0,143.3,0.0,116.2,332.3,19.1,
2023-10-26,Breakfast,169.0,9.2,0.0,0.0,0.0,0.0,0.0,140.0,57.0,14.9,2.0,0.0,9.2,0.0,0.0,0.0,0.0,
2023-10-26,Dinner,1418.0,81.2,35.1,0.0,0.0,0.0,15.0,302.0,0.0,117.8,1.0,2.1,55.1,16.0,5.0,12.0,3.0,
2023-10-26,Lunch,1019.7,44.6,6.7,1.8,0.2,0.4,0.0,751.9,342.0,132.8,14.9,23.9,34.7,1.6,0.0,1.0,5.0,
2023-10-26,Snacks,903.4,54.1,20.0,0.0,0.0,0.0,21.2,282.8,531.7,73.3,5.4,38.0,103.8,10.0,33.0,325.7,1.0,
2023-10-27,Breakfast,215.6,3.7,2.1,0.0,0.0,0.0,0.0,0.7,7.3,38.3,2.9,21.5,9.5,0.0,0.1,0.1,0.3,
2023-10-27,Dinner,760.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,
2023-10-27,Lunch,1034.5,32.4,4.1,1.4,9.5,0.0,0.0,140.5,57.0,97.5,8.9,41.3,98.1,0.0,0.0,0.0,0.0,
2023-10-27,Snacks,839.0,55.1,7.0,0.0,0.0,0.0,0.0,0.5,0.0,20.8,0.0,19.3,65.0,0.0,0.0,0.0,0.0,
2023-10-29,Breakfast,684.0,20.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,78.5,2.5,0.0,23.0,0.0,0.0,0.0,0.0,
2023-10-29,Dinner,1057.0,50.0,4.1,9.1,5.6,0.0,57.0,1056.0,382.0,116.2,4.2,6.5,37.0,3.5,2.4,17.0,25.0,
2023-10-29,Lunch,619.0,15.4,1.0,0.8,0.8,0.0,1.2,410.0,192.0,98.6,3.8,2.0,22.4,0.0,0.0,6.0,8.0,
2023-10-29,Snacks,662.5,32.1,5.1,0.1,0.1,0.2,23.6,2.3,432.8,72.6,7.6,37.5,74.9,0.0,37.8,318.8,17.1,
2023-10-30,Breakfast,331.3,13.0,1.0,0.0,4.7,0.0,0.0,312.0,0.0,33.0,0.0,0.9,18.9,0.0,0.0,0.0,0.0,
2023-10-30,Dinner,625.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,0.0,0.0,40.6,0.0,0.0,0.0,0.0,
2023-10-30,Lunch,657.3,30.0,3.1,4.4,11.6,0.0,0.0,317.1,200.2,71.8,3.9,16.0,28.6,0.0,0.0,2.6,7.2,
2023-10-30,Snacks,1118.4,76.0,9.7,0.8,0.8,0.0,17.4,412.4,483.7,69.5,3.8,24.5,92.0,0.4,0.0,321.7,11.0,
2023-10-31,Breakfast,557.5,24.0,2.8,2.0,7.3,0.0,0.0,322.5,0.0,71.3,5.0,7.5,12.6,0.0,0.0,0.0,0.0,
2023-10-31,Dinner,712.5,38.8,0.0,0.0,0.0,0.0,0.0,2012.5,0.0,25.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,
2023-10-31,Lunch,777.1,28.8,7.6,2.2,4.3,0.0,18.0,502.1,61.2,111.9,1.3,41.8,13.5,0.0,1.2,6.1,7.9,
2023-10-31,Snacks,1311.8,80.0,15.4,2.6,3.0,0.0,25.6,270.6,632.7,72.4,6.1,25.3,85.6,26.4,0.0,321.2,4.0,
2023-11-01,Breakfast,985.5,28.9,6.9,0.1,8.0,0.0,0.0,558.7,422.4,124.8,4.1,26.9,52.6,5.0,17.1,0.6,1.7,
2023-11-01,Dinner,1004.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,57.2,0.0,0.0,0.0,0.0,
2023-11-01,Lunch,1322.5,40.0,8.1,0.8,0.8,0.0,1.2,1332.5,192.0,181.9,3.8,30.1,43.3,2.0,6.0,8.0,16.0,
2023-11-01,Snacks,624.1,38.8,9.7,2.1,1.0,0.0,10.0,117.1,18.9,67.7,1.0,23.1,31.0,0.0,0.0,17.9,3.6,
2023-11-06,Breakfast,245.6,2.2,0.8,0.4,0.4,0.0,0.6,205.0,96.0,54.3,4.5,1.1,6.6,0.0,0.0,3.0,4.0,
2023-11-06,Dinner,711.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,
2023-11-06,Lunch,832.7,39.6,15.1,3.1,4.9,0.0,373.8,757.0,426.0,66.1,5.9,3.6,55.0,0.0,0.0,14.6,21.7,
2023-11-06,Snacks,914.7,54.4,9.6,4.5,6.9,6.0,10.0,165.5,323.2,91.8,4.9,60.5,47.9,0.0,0.0,18.6,7.2,
2023-11-07,Breakfast,245.6,2.2,0.8,0.4,0.4,0.0,0.6,205.0,96.0,54.3,4.5,1.1,6.6,0.0,0.0,3.0,4.0,
2023-11-07,Lunch,524.7,8.1,2.3,1.2,1.2,0.0,1.8,615.0,288.0,99.6,7.4,17.0,18.3,0.0,0.0,9.0,12.0,
